"","doc_id","participant","economy_type","reconstructed_chars"
"1",1052,"Grupo Sese","Advanced","corporate social responsibility report non financial information statement corporate social responsibility report prepare accordance essential option global reporting initiative standard accord standard document publish main objective highlight activity carry organisation perspective total transparency offer complete overview organisation social environmental economic development report tool present information status non financial position form organisation report respond requirement law non fi"
"2",1511,"Mediaset España Comunicación S.A.","Advanced","report annual corporate report present content offer video series board director agree company new hold launch promote change new digital medium year old target responsible household concept celebrate gender anniversary lead format annual corporate report ill start edition aim train future master creation management content produce professional sector year old launch digital medium reach good historical position platform allow global ranking video consumption enjoy entire launch month campaign o"
"3",668,"DAMM","Advanced","annual report annual report letter executive chairman sustainability social responsibility form conclude like mention important work beginning transform carry foundation past year people world sign global compact sustain company sponsorship charity initiative agenda commit sustainable itis clear sign commitment society development goal sdg emphasis organization promote new social action project environment effect responsible production consumption sdg decent work economic growth sdg year challen"
"4",2274,"Tokyo Century Corporation","Advanced","century report commitment run corporate assist customer partner company develop business pursue growth century corporation integrate report content way century group history business strategy business model equipment current status value strength mobility fleet management strength opportunity risk new fourth medium term management plan create diverse business match financing business strategy specific initiative current trend management environment free regulatory international business pursue b"
"5",1319,"Kirin Holdings Company Limited","Advanced","policy publication available global website message management special feature growth strategy health science message officer charge health business strategy interview executive officer strategy create synergy corporation message chief financial officer non financial highlight value creation model strengthen organizational capability highlight enhance marketing capability apply group organizational expertise marketing highlight development human resource executive officer charge general affair s"
"6",1561,"Mitsui & Co., Ltd.","Advanced","business integrate publication integrated report let short term gain mind seek prosperity embrace aspiration word president represent foundation word avoid focused near term profit realize growth create business contribute society long term development release revise version mission vision value corporate management philosophy announcement medium term management plan transform grow revise time year new philosophy put message center include vision create grow business address material issue susta"
"7",1353,"Kungsleden AB","Advanced","cat nee eat foe ree seat peer pay toe set pee pet pee property value share certify property electricity heating cool sustainability reporting compliant want need perspective business ethic sustainability work global reporting initiative gri sustainability aspect coordinate sustainability framework provide transparency input follow guideline manager collaborate enable monitoring conduct materiality analysis sustainability issue organisation conduct survey share clarify focus sustainability work u"
"8",792,"Eastnine AB","Advanced","communication progress general like use opportunity reaffirm commitment global compact principle respect human right labour environment anti corruption evaluate progress area year communication progress integrate annual report primary share financial sustainability information stakeholder sustainability goal principle describe page sustainability section annual report sustainability section report produce accordance framework index table compliant information provide specific reference report in"
"9",1736,"Optimix Vermogensbeheer NV","Advanced","communication progress participant statement continued support chief executive officer stakeholder pleased confirm reaffirm support principle global compact area human right labour environment anti corruption annual communication progress describe action improve integration global compact principle business strategy culture daily operation commit share information stakeholder primary channel communication ton assessment policy goal investor invest company protection proclaim human right sphere i"
"10",1074,"HORIBA, Ltd.","Advanced","draw energy enter post era founder realize limitation carry research cover story university establish laboratory pursue research find president year president start study medical science hope bring company new field study allow understand human body explain realization change value see human capability explain power science want draw capability realize get result creative idea pursue work mission construct company give employee opportunity work pioneer glass meter manufacture principle ear corpo"
"11",1143,"IDEC Corporation","Advanced","think automation phone report pioneer new norm way safe step global company adopt new philosophy way encompass follow sustainable world vision engage development human machine core leverage core technology create enhance development management industrial switch control device machine want safe point contact human machine manufacture site daily life desire contribute society contribute wellbeing society base premise pioneer new norm safe sustainable world time human machine break inspire pursue r"
"12",1065,"HAMAMATSU PHOTONICS K.K.","Advanced","content table content management philosophy group activity message activity product application review vision solid state system division central origin research development contribution academic research historical activity governance value creation model light financial datum year key enable technology closing message member corporate policy environment publish integrate report medium share mid long term value creation financial non financial information international framework provide interna"
"13",1777,"PGE Polska Grupa Energetyczna S.A.","Developing","capacity power plant implementation new low launch phase carbon project share construction new gas electricity fire unit generation implementation upgrade market investment power plant combine heat power plant result adapt group asset conclusion implementation target phase plant project select strategic launch partner half way energy decade launch programme potential expansion share renewable implementation end phase decade farm expansion programme implementation include real project estate conn"
"14",1781,"PJSC Inter RAO","Developing","fee see company structure market overview development risk opportunity innovative activity management system procurement activity system financial result generation foreign asset supply trading engineering ote sustainable development corporate governance report social responsibility principle achievement message chairman board director sustainable development goal corporate governance system stakeholder engagement general meeting shareholder environmental director occupational safety prevent occ"
"15",905,"Fingrid Oyj","Advanced","consumption electricity generate consumer different way transmission grid distribution network operator consumer produce electricity cross border connection service electricity market service image role electricity system generate online annual report contain part specify user visit online report annual report mean combine regulation capable small electricity production consumption storage site large entity enable electricity trade different electricity balance power market balance power market "
"16",724,"DeFlores, LLC","Advanced","stakeholder pleased confirm reaffirm support principle global compact area human right labour environment anti corruption annual communication progress describe action improve integration global compact principle business strategy culture daily operation commit share information stakeholder primary channel communication assessment policy goal description relevance human right company human right risk assessment description policy public commitment company goal human right compliance law rule reg"
"17",460,"Bolton International, Inc.","Developing","stakeholder pleased confirm reaffirm support principle global compact area human right labour environment anti corruption annual communication progress describe action improve integration global compact principle business strategy culture daily operation commit share information stakeholder primary channel communication chief executive officer human right assessment policy goal policy support declaration right write company code conduct committed work environment free discrimination basis race r"
"18",1779,"PIAD Precision Casting Corporation","Advanced","cop cast corporation human right cast corporation support idea overall respect human right freedom implement attach business ethic employee conduct policy employee handbook addition current human right rule regulation post board company employee handbook review candidate human resource pre employment process inform company policy responsibility accept employment offer candidate require complete form state employee handbook review understand policy outline manual candidate accept position provide"
"19",1352,"Krusell (Thailand) Co., Ltd","Developing","financial statement year end independent auditor report shareholder board director opinion audit financial statement company comprise statement financial position statement income statement change shareholder equity year end note financial statement include summary significant accounting policy opinion financial statement present material respect financial position financial performance year end accordance financial reporting standard non accountable entity basis opinion conduct audit accordance"
